pref,city,name,addr,phone,note
香川県,丸亀市,綾歌地域子育て支援センター,丸亀市綾歌町富熊1226,0877-86-2209,
香川県,丸亀市,飯山地域子育て支援センター,丸亀市飯山町東坂元1614-2,0877-98-2095,
香川県,仲多度郡まんのう町,つどいのひろば「ひまわり」,仲多度郡まんのう町長尾501-1,0877-89-7016,
香川県,仲多度郡まんのう町,仲南こども園子育て支援ルーム「キラキラ」,仲多度郡まんのう町帆山744-18,0877-77-2893,
香川県,仲多度郡多度津町,ひみつきちてつや,仲多度郡多度津町本通1-3-16,0877-32-1058,
香川県,仲多度郡多度津町,地域子育て支援センター　たんぽぽクラブ,仲多度郡多度津町道福寺581,0877-32-8366,
香川県,仲多度郡多度津町,多度津町子育てふれあいセンター　ぴよぴよ,仲多度郡多度津町西白方532-2（白方保育所内）,0877-32-2079,
香川県,仲多度郡多度津町,愛光こども園,仲多度郡多度津町家中10-8,0877-32-2602,
香川県,仲多度郡琴平町,ことひら子ども食堂,仲多度郡琴平町榎井３８７番地６,0877-75-1810,
香川県,仲多度郡琴平町,琴平町立北こども園　みのり棟,仲多度郡琴平町上櫛梨31-1,0877-73-2523,
香川県,仲多度郡琴平町,琴平町立北こども園　めばえ棟,仲多度郡琴平町苗田634-１,0877-73-3440,
香川県,仲多度郡琴平町,琴平町立南こども園,仲多度郡琴平町103,0877-75-1022,
香川県,仲多度郡琴平町,社会福祉法人あかね保育園子育て支援センターひまわり,仲多度郡琴平町507-1,0877-75-3060,
香川県,善通寺市,わくわくチャイルド,善通寺市原田町1496-1,0877-63-8000,
香川県,善通寺市,ポエム保育園,善通寺市中村町1793ｰ1,0877ｰ85ｰ7101,
香川県,善通寺市,南部保育所,善通寺市大麻町1324-2,0877-62-3751,
香川県,善通寺市,南部地域子育て支援センター「コアランド」,善通寺市大麻町1324-2,0877-62-3751,
香川県,善通寺市,吉原保育所,善通寺市吉原町3173-7,0877-85-5717,
香川県,善通寺市,吉原地域子育て支援センター,善通寺市吉原町3173-7,0877-85-5717,
香川県,善通寺市,善通寺市東原児童館,善通寺市与北町2870-23,0877-62-3224,
香川県,善通寺市,善通寺市立善通寺保育所,善通寺市善通寺町2069-2,0877-62-0069,
香川県,善通寺市,善通寺市立竜川保育所,善通寺市原田町289,0877-62-1210,
香川県,善通寺市,子夢の家,善通寺市金蔵寺町1044-2,0877-63-0584,
香川県,善通寺市,子育て広場くすくす,香川県善通寺市文京町2-2-2　子どもセンター内,0877-64-0580,
香川県,善通寺市,学校法人聖母学園　善通寺聖母幼稚園,善通寺市上吉田町4-9-24,0877-62-1087,
香川県,坂出市,さかいで子育て支援センター　まろっ子ひろば,香川県坂出市林田町1960-6,0877-35-8119,
香川県,坂出市,まきば児童センター,坂出市八幡町2-2-17,0877-46-4363,
香川県,坂出市,みどり保育園,坂出市八幡町2-2-17,0877-46-4363,
香川県,坂出市,わはは・ひろば坂出,香川県坂出市京町2-1-5,0877-45-6586,
香川県,坂出市,坂出一高幼稚園,坂出市駒止町2-2-10,0877-45-2141,
香川県,坂出市,坂出一高幼稚園（親子登園ひよこ組）,坂出市駒止町2-2-10,0877-45-2141,
香川県,坂出市,坂出子育てふれあいセンター,坂出市八幡町2-2-17,0877-44-3930,
香川県,坂出市,坂出市児童館,坂出市寿町1-3-38,0877-46-5078,
香川県,坂出市,坂出市立加茂保育所,坂出市加茂町1161-3,0877-48-2802,
香川県,坂出市,坂出市立南部保育所,坂出市池園町4-26,0877-45-0140,
香川県,坂出市,坂出市立坂出中央幼稚園,坂出市室町一丁目1-32,0877-46-3989,
香川県,坂出市,坂出市立川津こども園,坂出市川津町3093-21,0877-46-1217,
香川県,坂出市,坂出市立府中こども園,坂出市府中町5008-1,0877-48-0880,
香川県,坂出市,坂出市立松山こども園,坂出市高屋町1101-3,0877-47-0584,
香川県,坂出市,坂出市立林田幼稚園,坂出市林田町2191,0877-47-0290,
香川県,坂出市,坂出市立江尻保育所,坂出市江尻町1057-1,0877-46-4339,
香川県,坂出市,坂出市立西部保育所,坂出市御供所町1-1-41,0877-46-5925,
香川県,坂出市,子育てふれんどルーム,坂出市京町2丁目5番13号,0877-45-5528,
香川県,坂出市,彩葉茶屋　こども食堂,坂出市府中町147-11,0877-56-3500,
香川県,坂出市,社会福祉法人楽笑福祉会　楽笑,坂出市西庄町1126-7,0877-44-6778,
香川県,坂出市,西庄児童館,坂出市西庄町1155-6,0877-46-5884,
香川県,坂出市,認定こども園きんかこども園　きんか子育てふれあい教室,坂出市西庄町638-1,0877-46-8747,
香川県,小豆郡土庄町,ポコ・ア・ポコ,小豆郡土庄町甲636-4,0879-62-8112,
香川県,小豆郡土庄町,土庄こども園子育て支援室(ぴよぴよルーム),小豆郡土庄町甲657-7,0879-62-0843,
香川県,小豆郡土庄町,子育て支援センター　すきっぷ,小豆郡土庄町甲36-3（きよみ保育園横）,0879-62-8133,
香川県,小豆郡土庄町,社会福祉法人聖愛財団土庄保育園,小豆郡土庄町甲１１７７,0879-62-0738,
香川県,小豆郡小豆島町,くさかべんち,小豆郡小豆島町草壁本町135-10,0879-62-9957,
香川県,小豆郡小豆島町,子育て支援センター　わくわくランド,小豆郡小豆島町草壁本町395（せいけんじこども園内）,0879-82-4228,
香川県,小豆郡小豆島町,子育て支援拠点　すくすくひろば,小豆郡小豆島町蒲生甲1805-1,0879-75-1433,
香川県,木田郡三木町,NPO法人メタセコイヤの家,木田郡三木町鹿伏132,090‐4919‐2190,
香川県,木田郡三木町,地域子育て支援センター　育ちの部屋,木田郡三木町氷上123,087-813-7567,
香川県,東かがわ市,manowa.,東かがわ市小磯742-2,0879-49-3452,
香川県,東かがわ市,けいあいこども園　地域子育て支援センター,東かがわ市白鳥647-1,0879-25-1795,
香川県,東かがわ市,みんなの食堂　スモールワールド,東かがわ市白鳥５３６−１,0879-49-2739,
香川県,東かがわ市,地域子育て支援拠点　東かがわこどもひろば,東かがわ市松原170-6,090-2041-7477,
香川県,東かがわ市,東かがわこどもアカデミー　子育て支援センター,東かがわ市三本松1405,0879-25-0308,
香川県,東かがわ市,東かがわ市立丹生こども園　地域子育て支援センター,東かがわ市町田182-1,0879-25-4804,
香川県,東かがわ市,東かがわ市立大内こども園　地域子育て支援センター,東かがわ市中筋367-1,0879-25-3777,
香川県,東かがわ市,東かがわ市立引田こども園　地域子育て支援センター,東かがわ市引田545-6,0879-33-5220,
香川県,東かがわ市,認定しろとりこども園　地域子育て支援センター,東かがわ市松原555,0879-25-1591,
香川県,綾歌郡宇多津町,げ・ん・き,綾歌郡宇多津町浜八番丁113-1　（キッズプラザうたづ）,0877-49-4005,
香川県,綾歌郡宇多津町,すくすくひろば,綾歌郡宇多津町150番地 （南部すくすくスクエア）,0877-85-8380,
香川県,綾歌郡宇多津町,はぐはぐランドうたづ,綾歌郡宇多津町浜五番丁49-7 （サポートセンター）,0877-41-0516,
香川県,綾歌郡宇多津町,わかくさこども園,綾歌郡宇多津町926-1,0877-49-3011,
香川県,綾歌郡宇多津町,わかくさ地域子育て支援センター,綾歌郡宇多津町926-1,0877-49-3011,
香川県,綾歌郡宇多津町,キッズプラザうたづ,綾歌郡宇多津町浜八番丁113-1,0877-49-4005,
香川県,綾歌郡宇多津町,南部すくすくスクエア,綾歌郡宇多津町150番地,,
香川県,綾歌郡宇多津町,認定こども園香川短期大学附属幼稚園,綾歌郡宇多津町浜八番丁113‐2,0877－41－0500,
香川県,綾歌郡綾川町,保育サポートひまわりイオン綾川店,香川県綾歌郡綾川町萱原822-1イオンモール綾川1階,087-899-8855,
香川県,綾歌郡綾川町,子育て支援センター　しいのき,綾歌郡綾川町萱原791-1,087-876-3366,
香川県,綾歌郡綾川町,子育て支援センター　にじ,綾歌郡綾川町畑田2422-1,087-877-2226,
香川県,綾歌郡綾川町,子育て支援施設　きらり,綾歌郡綾川町畑田671-8,087-877-2320,
香川県,綾歌郡綾川町,綾川町立南原児童館,綾歌郡綾川町滝宮645-10,087-876-1934,
香川県,観音寺市,みんなの広場koko,観音寺市粟井町1192-2,080-4030-1150,
香川県,観音寺市,ネムの木　子ども食堂とよはま,観音寺市豊浜町姫浜41-1,0875-52-1808,
香川県,観音寺市,子育て支援センター　ピコット,観音寺市柞田町乙2463-1,090-5324-1848,
香川県,観音寺市,学校法人聖母学園　観音寺聖母幼稚園,観音寺市昭和町１丁目６番５７号,0875－23－0004,
香川県,観音寺市,愛あいランド,観音寺市木之郷99-1,0875-57-1901,
香川県,観音寺市,愛和ハーベスト,観音寺市木之郷203,0875-27-7440,
香川県,観音寺市,柞田子育て支援センター　なかよし広場,観音寺市柞田町丙1538番地,0875-25-5115,
香川県,観音寺市,観音寺市子育て支援センター　ほっとほうす萩,観音寺市大野原町萩原2354,0875-23-6101,
香川県,観音寺市,認定こども園たんぽぽ保育園,観音寺市豊浜町和田乙1090,0875-52-1225,
香川県,観音寺市,高室保育園　子育て支援センター　いちごっこ,香川県観音寺市高屋町１２番地１,0875-24-3130,
香川県,香川郡直島町,なおしまキッズポート,香川郡直島町3694-1,087-802-5702,
香川県,高松市,Petit-Petite,高松市香南町横井98-13,090-3185-3607,
香川県,高松市,あすなろ保育園,高松市屋島西町2453-6,087-843-3143,
香川県,高松市,あそvivaぶんぶん,高松市国分寺町新居1187-1,090-6880-1988,
香川県,高松市,おやこdeえほん,高松市高松市伏石町2018-5,087-867-2302,
香川県,高松市,おやこひろばひなたぼっこ,高松市春日町1176,087-843-8255,
香川県,高松市,こぶし今里保育園　おひさまひろば,高松市今里町１丁目７－２,087－834－1946,
香川県,高松市,さぬきこどもの国,香川県高松市香南町由佐3209,087-879-0500,
香川県,高松市,どろっぷ,高松市十川東町55-1フジグラン十川店　衣料品売り場奥ちびっこひろば内,090-3786-7439,
香川県,高松市,にこにこ保育園,高松市林町294-1,087-813-8300,
香川県,高松市,にこにこ保育教育研究センター　附属保育園すくすく,高松市太田下町2350-1,087-802-5362,
香川県,高松市,にこにこ保育教育研究センター　附属保育園わくわく,高松市太田下町2350-1,087-802-5361,
香川県,高松市,にしおか医院地域子育て支援センター,香川県高松市寺井町1385-10,087-885-8740,
香川県,高松市,まなびやもも,高松市太田上町1287-6,087-899-5340,
香川県,高松市,まもりん食堂,高松市国分寺町新居１８４０番地６,087-874-5805,
香川県,高松市,わはは・ひろば香西,香川県高松市香西西町357−3,087-802-1881,
香川県,高松市,わはは・ひろば高松,香川県高松市大工町1-4,087-822-5582,
香川県,高松市,アイグラン保育園太田,高松市太田下町3027-4,087-802-9065,
香川県,高松市,ニチイキッズたひ東保育園,高松市多肥下町1533-3,087-864-3133,
香川県,高松市,ニチイキッズまつなわ西保育園,高松市松縄町1118-8,087-864-3155,
香川県,高松市,ニチイキッズ高松天神前保育園,高松市天神前11-27カサール三石庵1階,087-812-2012,
香川県,高松市,ハイジの森,高松市多肥上町1622-12,090-3786-7439,
香川県,高松市,フリースペースひととこ,高松市瓦町2-2-13　新瓦町ビル６F,087-802-2878,
香川県,高松市,マリア幼稚園,高松市多肥下町14-3,087-867-7303,
香川県,高松市,中野保育所子育て支援センターめだかのがっこう,高松市中野町27-9,087-887-6864,
香川県,高松市,伏石にこにこ保育園,高松市伏石町2100-1,087-868-3339,
香川県,高松市,保育サポートひまわりイオン高松店,高松市香西本町1-1 イオンモール高松1階,087-842-8205,
香川県,高松市,保育園アルペジオ高松多肥下町園　子育て支援室　poco a poco kids,高松市多肥下町1524-15,087-802-5583,
香川県,高松市,円座子育て支援ステーションスマはぴ,高松市円座町129-15,087-816-2288,
香川県,高松市,地域子育て支援センター　どんぐりの森,高松市国分寺町福家甲1946-3　みのり保育園西館２Ｆ,087-874-4309,
香川県,高松市,地域子育て支援センターあしょか,高松市前田西町167-1,090-7968-1140,
香川県,高松市,地域子育て支援拠点事業つどいの広場「ひまわりはうすとことこ」,香川県高松市出作町382-1酒井ハイツ110.108,087-816-7700,
香川県,高松市,太田にこにこ保育園,高松市太田下町3026-13,087-868-2355,
香川県,高松市,太田百華幼稚園,高松市太田上町932,087-867-7445,
香川県,高松市,子育て“ほっと”ステーションもこもこ,香川県高松市上之町2丁目9-23,087-868-2251,
香川県,高松市,子育てひろばおるごーる,高松市庵治町156-36,070-8695-5494,
香川県,高松市,子育てホッとステーション　ゆうゆう広場,高松市屋島西町2479-12,087-841-8270,
香川県,高松市,子育て支援センター　「さわやかキッズセンター」,高松市香川町浅野1256-1,090-6207-9048,
香川県,高松市,子育て支援センター　「にこにこキッズセンター」,高松市牟礼町原570-1,080-5781-8869,
香川県,高松市,学校法人　高松聖ヤコブ幼稚園,香川県高松市西宝町2丁目3-14,087-861-0425,
香川県,高松市,小規模保育所もも,高松市春日町1176,087-843-8255,
香川県,高松市,屋島教会幼稚園,高松市屋島西町1392-7,087-841-1925,
香川県,高松市,平安保育園おやこのへや,高松市上福岡町894-4,087-833-7747,
香川県,高松市,幼保連携型カナン十河こども園,高松市十川西町546-1,087-848-0320,
香川県,高松市,幼保連携型認定こども園　げんき・結愛・げんきこども園,高松市六条町604-7,087-813-9818,
香川県,高松市,木太にこにこ保育園,高松市木太町2321-1,087-837-5330,
香川県,高松市,林にこにこ保育園,高松市林町252-1,087-868-0103,
香川県,高松市,栗林にこにこ保育園,高松市栗林町2丁目3-2,087-831-1319,
香川県,高松市,桜町聖母幼稚園,高松市桜町１丁目8－13,087－831－0328,
香川県,高松市,特定非営利活動法人いのちの応援舎　出張ひろば「ぽかぽか」,高松市牟礼町大町1463-2　大町コミュニティセンター,087-843-8255,
香川県,高松市,西宝町みんなの居場所,高松市西宝町1-5-34,087-804-7387,
香川県,高松市,認定こども園　やしま幼稚園,高松市屋島西町2477番地4,087-843-2241,
香川県,高松市,認定こども園すまいる,高松市三名町591-1,087-802-3838,
香川県,高松市,青空幼稚園（子育て広場　はればれ）,高松市三条町498番地,087-869-4141,
香川県,高松市,高松中央高校幼稚園,高松市松島町1丁目14-8,087-831-0338,
香川県,高松市,高松市ししまる館,高松市香南町横井857-1,087-879-0321,
香川県,高松市,高松市はらこども園,高松市牟礼町原570-1,087-845-0234,
香川県,高松市,高松市下笠居こども園,高松市生島町335,087-881-2515,
香川県,高松市,高松市国分児童館,香川県高松市国分寺町国分2150-7,087-874-3830,
香川県,高松市,高松市塩江こども園,高松市塩江町安原下第１号887,087-890-2022,
香川県,高松市,高松市屋島こども園,高松市屋島西町1744-1,087-841-9711,
香川県,高松市,高松市川島こども園,高松市川島東町253-4,087-848-1978,
香川県,高松市,高松市川東こども園,高松市香川町川東上1987-4,087-879-4602,
香川県,高松市,高松市庵治こども園,高松市庵治町853-1,087-871-2535,
香川県,高松市,高松市新名・柏原児童館,香川県高松市国分寺町柏原613-1,087-874-2985,
香川県,高松市,高松市新居東児童館,香川県高松市国分寺町新居3371-1,087-874-6705,
香川県,高松市,高松市林こども園,高松市林町1405-4,087-865-1676,
香川県,高松市,高松市浅野こども園,高松市香川町浅野816-1,087-889-2416,
香川県,高松市,高松市浅野児童館,香川県高松市香川町浅野826-8,087-888-2746,
香川県,高松市,高松市福家児童館,香川県高松市国分寺町福家甲1951-1,087-874-4954,
香川県,高松市,高松市立一宮幼稚園,高松市一宮町1233-2,087-886-3088,
香川県,高松市,高松市立三渓幼稚園,高松市三谷町2316番-2,087-889-2514,
香川県,高松市,高松市立三谷保育所,高松市三谷町1193-1,087-889-0720,
香川県,高松市,高松市立下笠居東部保育所,高松市植松町44-4,087-881-4752,
香川県,高松市,高松市立円座幼稚園,高松市円座町125-2,087-885-0846,
香川県,高松市,高松市立前田幼稚園,高松市前田東町788-1,087-847-6582,
香川県,高松市,高松市立古高松保育所,高松市高松町423-1,087-841-9845,
香川県,高松市,高松市立国分寺北部保育所,高松市国分寺町新居1906-1,087-874-1487,
香川県,高松市,高松市立国分寺北部幼稚園,高松市国分寺町新居1870-2,087-874-1155,
香川県,高松市,高松市立国分寺南部幼稚園,高松市国分寺町福家甲3123-1,087-874-1159,
香川県,高松市,高松市立多肥保育所,高松市多肥上町424,087-889-0475,
香川県,高松市,高松市立多肥幼稚園,高松市多肥上町990-2,087-889-2513,
香川県,高松市,高松市立大町幼稚園,高松市牟礼町大町605-1,087-845-5718,
香川県,高松市,高松市立大野保育所,高松市香川町大野1063-1,087-886-9356,
香川県,高松市,高松市立大野幼稚園,高松市香川町大野1331-1,087-886-5010,
香川県,高松市,高松市立太田保育所,高松市伏石町1062,087-867-5741,
香川県,高松市,高松市立川岡幼稚園,高松市川部町524-３,087-885-0550,
香川県,高松市,高松市立川添幼稚園,高松市東山崎町601,087-847-6934,
香川県,高松市,高松市立弦打保育所,高松市鶴市町359-1,087-881-2552,
香川県,高松市,高松市立弦打幼稚園,高松市鶴市町360,087-881-3563,
香川県,高松市,高松市立扇町保育所,高松市扇町１丁目24-17,087-821-7629,
香川県,高松市,高松市立木太保育所,高松市木太町3502,087-861-2650,
香川県,高松市,高松市立木太北部幼稚園,高松市木太町2604-5,087-862-1031,
香川県,高松市,高松市立木太幼稚園,高松市木太町3901-1,087-833-8144,
香川県,高松市,高松市立松島保育所,高松市松島町3丁目13-6,087-831-8066,
香川県,高松市,高松市立栗山幼稚園,高松市牟礼町牟礼3028,087-845-1646,
香川県,高松市,高松市立桜町保育所,高松市桜町1丁目3-15,087-834-3628,
香川県,高松市,高松市立檀紙幼稚園,高松市御厩町776-1,087-885-2595,
香川県,高松市,高松市立瀬戸内保育所,高松市瀬戸内町23-7,087-861-5701,
香川県,高松市,高松市立福岡保育所,高松市福岡町3丁目31-3,087-851-1206,
香川県,高松市,高松市立西植田保育所,高松市西植田町2350-1,087-849-0102,
香川県,高松市,高松市立香西保育所,高松市香西西町57-9,087-881-2328,
香川県,高松市,高松市立香西幼稚園,高松市香西西町59-1,087-882-0161,
香川県,高松市,高松市立鬼無保育所,高松市鬼無町佐藤41-1,087-881-2844,
香川県,高松市,高松市立鬼無幼稚園,高松市鬼無町佐藤128-1,087-881-4913,
香川県,高松市,高松市香南こども園,高松市香南町横井865-1,087-887-7876,
