pref,city,name,addr,phone,note
群馬県,太田市,おじま第一保育園,太田市亀岡町240-1,0276-52-0519,
群馬県,太田市,こども館,太田市城西町91,0276-57-8010,
群馬県,太田市,とりやまこども園,太田市鳥山中町1074-5,0276-25-4079,
群馬県,太田市,ゆりかご保育園,太田市中根町502-1,0276-31-0826,
群馬県,太田市,わたうちこども園,太田市新田上江田町767-1,0276-56-7901,
群馬県,太田市,世良田児童館,太田市世良田町940-10,0276-52-5939,
群馬県,太田市,九合児童館,太田市飯塚町586-2,0276-48-1148,
群馬県,太田市,休泊児童館,太田市龍舞町1985-13,0276-45-9892,
群馬県,太田市,児童センター,太田市本町28-17,0276-25-6430,
群馬県,太田市,大原南こども園,太田市大原町109-39,080-2368-8159,
群馬県,太田市,子育てサロン,太田市飯塚町591-1（九合行政センター）,0276-45-6926,
群馬県,太田市,宝泉保育園,太田市宝町393,0276-31-3160,
群馬県,太田市,宝泉児童館,太田市由良町1738-1,0276-31-1130,
群馬県,太田市,尾島児童館,太田市亀岡町96-3,0276-52-2945,
群馬県,太田市,強戸こども園,太田市寺井町695-5,0276-57-6423,
群馬県,太田市,強戸児童館,太田市石橋町842-1,0276-37-7773,
群馬県,太田市,木崎あおぞら保育園,太田市新田中江田町985,0276-56-2549,
群馬県,太田市,木崎児童館,太田市新田中江田町982-1,0276-56-8400,
群馬県,太田市,末広保育園,太田市末広町543-5,0276-38-1830,
群馬県,太田市,樟の木保育園,太田市藪塚町2917-2,0277-78-3716,
群馬県,太田市,毛里田児童館,太田市只上町406,0276-37-1314,
群馬県,太田市,沢野児童館,太田市高林北町931-1,0276-38-1991,
群馬県,太田市,浜町保育園,太田市浜町25-4,0276-45-2809,
群馬県,太田市,生品保育園,太田市新田市野井町135-3,0276-57-0113,
群馬県,太田市,生品児童館,太田市新田村田町1084-1,0276-20-9121,
群馬県,太田市,綿打児童館,太田市新田上田中町828-11,0276-57-3837,
群馬県,太田市,藪塚本町保育園,太田市藪塚町1578,0277-78-4226,
群馬県,太田市,藪塚本町児童館,太田市大原町571-8,0277-78-3577,
群馬県,太田市,認定こども園こまどり,太田市石原町1038,0276-45-3466,
群馬県,太田市,韮川児童館,太田市台之郷町1016,0276-46-9329,
群馬県,太田市,鶴生田こども園,太田市鶴生田町401-1,0276-25-5947,
群馬県,嬬恋村,にこにこ広場,嬬恋村大前1100,0279-82-5722,
群馬県,安中市,いわい（岩野谷保育園）,安中市岩井617-2,027-381-3320,
群馬県,安中市,さんりんしゃ（遠丸保育園）,安中市安中5-8-25,027-382-1080,
群馬県,安中市,すまいる・ひよこ（安中二葉幼稚園）,安中市安中3-10-33,027-381-0394,
群馬県,安中市,のいちご（西横野保育園）,安中市松井田町人見972-1,027-393-0930,
群馬県,安中市,ひよこ（細野保育園）,安中市松井田町新井394,027-393-2457,
群馬県,安中市,ニコニコ,安中市原市1990-1（あんなかスマイルパーク内）,027-380-2525,
群馬県,安中市,ワクワク応援隊（いそべこども園）,安中市磯部3-19-20,027-385-8321,
群馬県,安中市,小さいお城（秋間中央保育園）,安中市東上秋間1533-2,027-382-0334,
群馬県,安中市,花の木（あさひ第二保育園）,安中市下後閑509-1,027-384-1502,
群馬県,富岡市,かしの木広場（かしの木保育園）,富岡市黒川64,0274-63-4215,
群馬県,富岡市,すこやかひろば（額部保育園）,富岡市南後箇1180-7,0274-62-1122,
群馬県,富岡市,ミッキークラブ（一の宮保育園）,富岡市宮崎578-2,0274-63-3512,
群馬県,富岡市,親と子のスマイルサロン,富岡市富岡1439-1(あい愛プラザ内),0274-89-3063,
群馬県,明和町,すくすくひろば,明和町千津井314-1,0276-50-1605,
群馬県,明和町,にこにこひろば,明和町須賀249-1,0276-55-8716,
群馬県,明和町,明和こども園,明和町田島8-1,0276-80-7711,
群馬県,昭和村,すこやかクラブ（子育保育園）,昭和村川額1227,0278-24-6023,
群馬県,昭和村,にこにこクラブ（昭和村第一保育園）,昭和村糸井1757-1,0278-22-2331,
群馬県,東吾妻町,子育てにこにこひろば（はらまち保育所）,東吾妻町原町5163,0279-68-2853,
群馬県,板倉町,板倉町児童館,板倉町板倉4208-2,0276-82-2270,
群馬県,桐生市,Hi-Hi あかちゃん（ひかりこども園）,桐生市東4-1-18,0277-44-3795,
群馬県,桐生市,てんとうむし（ひまわり保育園）,桐生市相生町3-683-1,0277-52-9109,
群馬県,桐生市,どんぐり（広沢保育園）,桐生市広沢町3-3811,0277-52-9411,
群馬県,桐生市,はっぴいｋiｄｓくらぶ（大雄保育園）,桐生市広沢町3-3601,0277-53-8313,
群馬県,桐生市,ふれあいの森（おおぞら幼保園）,桐生市新里町関548-4,0277-74-0334,
群馬県,桐生市,キッカ（太子保育園）,桐生市相生町5-456-2,0277-52-1020,
群馬県,桐生市,スマイル（立正保育園）,桐生市浜松町1-8-7,0277-44-5313,
群馬県,桐生市,ダンボ（たちばな保育園）,桐生市西久方町2-3-8,0277-22-0032,
群馬県,桐生市,ニコニコひろば（たかぞのこども園）,桐生市梅田町1-273-1,0277-32-1275,
群馬県,桐生市,ログハウス おひさま（上の台保育園）,桐生市川内町3-730-1,0277-65-9299,
群馬県,桐生市,桐生市子育て支援センター,桐生市末広町13-4,0277-46-5031,
群馬県,榛東村,ひよこクラブ（榛東中央こども園）,榛東村山子田2531-19,0279-55-0008,
群馬県,榛東村,コアラクラブ（榛東北部保育園）,榛東村長岡1109,0279-54-2900,
群馬県,榛東村,コスモスクラブ（榛東南部こども園）,榛東村広馬場1763-1,0279-54-2572,
群馬県,沼田市,チャイルドハウスめぐみ（沼田めぐみこども園）,沼田市清水町4330,0278-24-4163,
群馬県,沼田市,子ども広場,沼田市下之町888,080-5505-7161,
群馬県,沼田市,沼田幼稚園子育て支援センター,沼田市坊新田町1105-3,090-3009-2856,
群馬県,渋川市,こばとひろば（渋川こばと保育園）,渋川市金井2352-15,0279-23-9066,
群馬県,渋川市,すまいる☆キッズ（ひばり保育園）,渋川市赤城町勝保沢110-6,0279-56-2144,
群馬県,渋川市,たんぽぽクラブ（たんぽぽ保育園）,渋川市上白井2525,0279-53-4554,
群馬県,渋川市,にこにこランド（半田こども園）,渋川市半田1162-1,0279-24-2864,
群馬県,渋川市,みっきークラブ（行幸田保育園）,渋川市行幸田910-1,0279-23-3025,
群馬県,渋川市,めだかクラブ（パンジー保育園）,渋川市金井1512-1,0279-24-5315,
群馬県,渋川市,コスモスひろば（コスモス保育園）,渋川市石原1609-1,0279-23-5389,
群馬県,渋川市,チャイルドハウスひまわり（北橘保育園）,渋川市北橘町八崎374,0279-23-4213,
群馬県,渋川市,渋川市子育て支援センター,渋川市渋川1338-4,0279-23-1877,
群馬県,玉村町,玉村町地域子育て支援センター（第1保育所）,玉村町大字下新田176,0270-30-6601,
群馬県,玉村町,玉村町立健康の森児童館,玉村町大字飯倉59-3,0270-64-6600,
群馬県,玉村町,玉村町立西児童館,玉村町大字板井53-1,0270-65-1137,
群馬県,甘楽町,にこにこキッズかんら,甘楽町白倉1395-1（にこにこ甘楽内）,0274-67-7655,
群馬県,草津町,子育てひろばすくすく,草津町草津464-28,0279-88-1050,
群馬県,藤岡市,あかね親子ひろば（あかねこども園）,藤岡市上大塚1593-1,0274-23-9060,
群馬県,藤岡市,あけぼのクラブ（あけぼの保育園）,藤岡市篠塚564-1,0274-23-2167,
群馬県,藤岡市,いちごちゃんクラブ（のぞみ幼稚園）,藤岡市藤岡1805-3,0274-22-0760,
群馬県,藤岡市,うさぎちゃんサークル（鬼石こども園）,藤岡市鬼石82,0274-52-2763,
群馬県,藤岡市,おにし保育園子育て支援センター,藤岡市三波川67-1,0274-52-6670,
群馬県,藤岡市,かんな子育て支援センター“結”（神流保育園）,藤岡市岡之郷907,0274-42-1164,
群馬県,藤岡市,こぐまちゃん（くまの幼稚園）,藤岡市上戸塚354-3,0274-23-5533,
群馬県,藤岡市,つくしんぼ広場（つくしんぼ保育園）,藤岡市篠塚35,0274-23-4157,
群馬県,藤岡市,てんとうむしルーム（ふじおか中央こども園）,藤岡市藤岡1618-1,0274-25-8090,
群馬県,藤岡市,にこにこクラブ（中栗須こども園）,藤岡市中栗須697-2,0274-22-0580,
群馬県,藤岡市,ひかりキッズ（ひかりこども園）,藤岡市藤岡2378,0274-50-8855,
群馬県,藤岡市,ひよこくらぶ（明星保育園）,藤岡市藤岡1548,0274-22-5281,
群馬県,藤岡市,ぴよぴよクラブ（美九里西保育園）,藤岡市神田1388-1,0274-23-0187,
群馬県,藤岡市,ほいくらぶ（藤岡幼稚園）,藤岡市藤岡845,0274-22-0678,
群馬県,藤岡市,メロディークラブ（平井こども園）,藤岡市東平井1088-1,0274-23-3557,
群馬県,藤岡市,児童館たんぽぽひろば,藤岡市藤岡1567-1,0274-24-8060,
群馬県,邑楽町,中野幼稚園,邑楽町中野3176,0276-88-4808,
群馬県,邑楽町,風の子保育園,邑楽町中野2204-1,0276-88-5850,
群馬県,館林市,ももの木保育園,館林市楠町1943-1,0276-74-4865,
群馬県,館林市,わくわくらんど,館林市苗木町2452-1,070-3626-7111,
群馬県,館林市,美園保育園,館林市美園町10-26,0276-72-2117,
群馬県,館林市,聖ルカ保育園,館林市大街道3-5-1,0276-73-8722,
群馬県,館林市,長良保育園,館林市台宿町7-12,0276-72-2118,
群馬県,高崎市,Kids21（いず海第一こども園）,高崎市江木町163-6,080-6623-3148,
群馬県,高崎市,あいあい（箕郷第一保育園）,高崎市箕郷町上芝1063-1,027-371-3253,
群馬県,高崎市,あゆみプラザ（ベルコートみどり岡）,高崎市下豊岡町1353-1,027-395-0770,
群馬県,高崎市,おひさま子育て広場（おひさま飯塚保育園）,高崎市飯塚町733-6,027-329-5115,
群馬県,高崎市,おひさま広場（おひさま倉賀野保育園）,高崎市倉賀野町194,027-347-0441,
群馬県,高崎市,かんがるーむ（箕郷第二保育園）,高崎市箕郷町柏木沢209-1,027-371-6111,
群馬県,高崎市,すくすくサロン（あづま保育園）,高崎市浜川町2046,070-3878-4214,
群馬県,高崎市,ねむのもり（ねむの木子どもの森）,高崎市吉井町池1151-1,090-3336-7274,
群馬県,高崎市,ひだまりこども園,高崎市石原町1245,027-325-4524,
群馬県,高崎市,ほほえみ（中川保育所）,高崎市小八木町37-1,027-361-2405,
群馬県,高崎市,みんなの木（慈光こども園）,高崎市通町90,080-5372-4002,
群馬県,高崎市,わたぼうし（新町かぜいろこども園）,高崎市新町730-3,0274-42-8088,
群馬県,高崎市,わんぱく広場（新町こども園）,高崎市新町1720,090-5779-0359,
群馬県,高崎市,プチポムクラブ（はちの木こども園）,高崎市上佐野町618,027-323-4545,
群馬県,高崎市,群馬子育て支援センター,高崎市棟高町977-1,027-372-5420,
