pref,city,name,addr,phone,note
北海道,北斗市,ゆめのポケット,〒041-1251 北斗市本郷342番地の12,0138-77-1904,
北海道,北斗市,ピュアランド,〒049-0111 北斗市七重浜3丁目12番5号,0138-49-2590,
北海道,北竜町,北竜町地域子育て支援センター,〒078-2512 雨竜郡北竜町字和27番地2,0164-34-8802,
北海道,北見市,中央子育て相談センター,〒090-0029 北見市北9条東2丁目2,0157-33-4026,
北海道,北見市,光西子育て支援センター,〒090-0835 北見市光西町178-5,0157-26-2321,
北海道,北見市,小泉子育て相談センター,〒090-0801 北見市春光町6丁目7-13,0157-26-7867,
北海道,北見市,常呂子育て相談センター,〒093-0210 北見市常呂町字常呂539番地4,0152-54-1144,
北海道,北見市,常盤子育て相談センター,〒090-0817 北見市常盤町1丁目1-4,0157-33-3836,
北海道,北見市,留辺蘂子育て相談センター,〒091-0025 北見市留辺蘂町旭北41番地13,0157-42-2585,
北海道,北見市,端野子育て相談センター,〒099-2102 北見市端野町二区471-12,0157-56-3553,
北海道,北見市,緑ヶ丘遊子児童館,〒090-0067 北見市緑ヶ丘5丁目9-14,0157-22-3103,
北海道,千歳市,あんじゅ子育て支援センター,〒066-0065 千歳市春日町5丁目1-10,,
北海道,千歳市,いずみさわ子育て支援センター,〒066-0054 千歳市柏陽2丁目2-1,,
北海道,千歳市,げんきっこセンター,〒066-0037 千歳市新富1丁目2-14,,
北海道,千歳市,しなの子育て支援センター,〒066-0039 千歳市富士2丁目3-4,,
北海道,千歳市,しゅくばい子育て支援センター,〒066-0024 千歳市弥生2丁目7-4,,
北海道,千歳市,せいりゅう子育て支援センター,〒066-0081 千歳市清流2丁目4-2,,
北海道,千歳市,ちとせっこセンター,〒066-0028 千歳市花園4丁目3-1,,
北海道,千歳市,ひので子育て支援センター,〒066-0015 千歳市青葉5丁目8-8,,
北海道,千歳市,ほくおう子育て支援センター,〒066-0073 千歳市北斗5丁目6-10,,
北海道,千歳市,ほくよう子育て支援センター,〒066-0078 千歳市勇舞3丁目4-1,,
北海道,千歳市,みどり台子育て支援センター,〒066-0083 千歳市みどり台北5丁目3-11,,
北海道,千歳市,アリス子育て支援センター,〒066-0078 千歳市勇舞1丁目1-1,,
北海道,南富良野町,南富良野町子育て支援センター,〒079-2400 空知郡南富良野町字幾寅(町立幾寅保育所内),0167-52-2315,
北海道,南幌町,南幌町子育て支援センター,〒069-0235 空知郡南幌町中央3丁目4番26号,011-378-5888,
北海道,占冠村,占冠村地域子育て支援拠点事業,〒07９-２２０１ 勇払郡占冠村字中央,0167-56-2125,
北海道,厚岸町,厚岸町子育て支援センター,〒088-1111 厚岸郡厚岸町奔渡2丁目1番地,0153-53-4337,
北海道,厚沢部町,厚沢部町子育て支援センター,〒043-1111 檜山郡厚沢部町赤沼町377番地1,0139-56-7310,
北海道,厚真町,厚南子育て支援センター （宮の森こども園）,〒059-1741 勇払郡厚真町上厚真258番地7,0145-28-3155,
北海道,厚真町,厚真子育て支援センター （こども園つみき）,〒059-1601 勇払郡厚真町京町152番地,0145-27-2438,
北海道,古平町,古平町子育て支援センター,〒046-0102 古平郡古平町大字丸山町29番地 (ふるびら幼児センターみらい内),0135-42-4151,
北海道,名寄市,名寄市こどもの遊び場にこにこらんど,〒096-8686 名寄市大通南１丁目１番地,01654-3-2111,
北海道,名寄市,名寄市地域子育て支援センター ひまわりらんど,〒096-0013 名寄市西2条南9丁目16番地1,01654-2-5683,
北海道,名寄市,名寄市子育て支援センターちゅうりっぷ,〒096-0015 名寄市西5条南2丁目10番地,01654-8-7711,
北海道,名寄市,風連町子育て支援センターこぐま,〒098-0507 名寄市風連町西町284番地1,01655-3-2133,
北海道,和寒町,和寒町子育て支援センター,〒098-0111 上川郡和寒町字三笠96番地,0165-32-3125,
北海道,喜茂別町,喜茂別町子育て支援センター,〒044-0201 虻田郡喜茂別町字喜茂別22番地の3,0136-33-2855,
北海道,増毛町,増毛町地域子育て世代包括支援センター,,0164-53-3111,
北海道,増毛町,増毛町立認定こども園あっぷる,〒077-0224 増毛郡増毛町南畠中町2丁目35番地の2,0164-53-2879,
北海道,士別市,つどいの広場「きら」,〒095-0021 士別市西1条8丁目 生涯学習情報センター｢いぶき｣2階,0165-23-0789,
北海道,士別市,つどいの広場「きら」あさひ,〒095-0401 士別市朝日町中央4038番地 あさひ認定こども園,28-28-2314,
北海道,士別市,士別市子育て支援センターゆら,〒095-0005 士別市東5条7丁目20番地14 士別市立あいの実保育園内,0165-26-7202,
北海道,士幌町,士幌町子育て支援センター,〒080-1189 河東郡士幌町字中士幌西2線80番地25,01564-7-4446,
北海道,壮瞥町,子育て支援センターげんき,〒052-0101 有珠郡壮瞥町字滝之町432-9,0142-66-2452,
北海道,夕張市,夕張市拠点複合施設りすた内 ゆうばりっ子ひろば,〒068-0536 夕張市南清水沢４丁目48番地12,0123-57-7582,
北海道,大樹町,大樹町子育て支援センター,〒089-2152 広尾郡大樹町西本通73番地1 認定こども園たいき内,01558-6-5875,
北海道,大空町,大空町子育て支援センター,〒099-2371 網走郡大空町女満別中央341-3,0152-74-5151,
北海道,天塩町,天塩町地域子育て支援センター,〒098-3312 天塩郡天塩町字川口5699番地の1,01632-2-1354,
北海道,奈井江町,奈井江町子育て支援センター,〒079-0313 空知郡奈井江町字奈井江町245番地8,0125-74-6117,
北海道,奥尻町,奥尻町健康づくりセンター,〒043-1401 奥尻郡奥尻町字奥尻462番地,01397-2-3476,
北海道,妹背牛町,妹背牛町子育て世代交流施設,〒079-0592 雨竜郡妹背牛町字妹背牛5200番地,0164-32-2412,
北海道,妹背牛町,妹背牛町子育て支援センター,〒079-0500 雨竜郡妹背牛町字妹背牛4313番地12,0164-32-2501,
北海道,安平町,安平町早来地区子育て支援センター 「どんぐり　ひろば」,〒059-1501 勇払郡安平町早来大町156番地1,0145-22-2510,
北海道,安平町,安平町追分地区子育て支援センター 「ひだまり」,〒059-1911 勇払郡安平町追分本町6丁目54番地,0145-25-3439,
北海道,室蘭市,室蘭市こども家庭センター　ここらん,〒050-0083 室蘭市東町4丁目20-6保健センター5階,0143-45-2022,
北海道,富良野市,富良野市子育て支援センター,〒076-0018 富良野市弥生町1番3号,0167-39-2335,
北海道,寿都町,寿都町子育て支援センター,〒048-0405 寿都郡寿都町字開進町187番地1,0136-62-2637,
北海道,小平町,おびら子育てサロン,〒078-3301 留萌郡小平町字小平町356番地の2,0164-56-9500,
北海道,小平町,鬼鹿幼児あそびクラブ,〒078-3441 留萌郡小平町字鬼鹿港町287番地の1,0164-57-1500,
北海道,小樽市,わくわく広場,〒047-0152 小樽市新光1丁目3-10,0134-54-8003,
北海道,小樽市,小樽市地域子育て支援センター あそぼ,〒047-0261 小樽市銭函2丁目23番13号,0134-62-0059,
北海道,小樽市,小樽市地域子育て支援センター げんき,〒047-0013 小樽市奥沢3丁目22番1号,0134-21-5039,
北海道,小樽市,小樽市地域子育て支援センター 風の子,〒047-0046 小樽市赤岩2丁目21番1号,0134-22-0822,
北海道,小清水町,小清水町子育て支援センター,〒099-3642 小清水町元町2丁目15番45号,0152-62-3303,
北海道,岩内町,いわない地域子育て支援センター,〒045-0002 岩内郡岩内町字東山82番地1,0135-62-7530,
北海道,岩見沢市,あかちゃんひろば、もこもこひろば,〒068-0835 岩見沢市緑が丘１丁目21-14,0126-22-4079,
北海道,岩見沢市,こども家庭センター,〒068-0024 岩見沢市4条西3丁目1番地 であえｰる岩見沢3階,0126-22-3337,
北海道,岩見沢市,てんしのひろば、エンジェルクラブ,〒068-0025 岩見沢市5条西6丁目8番地5,0126-22-4525,
北海道,岩見沢市,地域子育て支援センター となりのとことん,〒069-0373 岩見沢市幌向南３条２丁目231-91,0126-26-3633,
北海道,岩見沢市,地域子育て支援センター 子育てサロン,〒068-0045 岩見沢市北5条西10丁目4番1号,0126-25-1867,
北海道,岩見沢市,地域子育て支援センター 子育てルーム,〒068-0013 岩見沢市東町1条8丁目932番地,0126-23-8889,
北海道,岩見沢市,常設型親子ひろば「ひなたっ子」,〒068-0024 岩見沢市4条西3丁目1番地 であえｰる岩見沢3階,0126-24-0580,
北海道,岩見沢市,栗沢認定こども園,〒068-0125 岩見沢市栗沢町南本町23番地1,0126-45-3000,
北海道,島牧村,乳幼児育児相談,〒048-0621 島牧郡島牧村泊83-1,0136-75-6001,
北海道,帯広市,帯広市乳幼児プレイルーム （保健福祉センター）,〒080-0808 帯広市東8条南13丁目1番地,0155-25-9700,
北海道,帯広市,帯広市地域子育て支援センターあじさい (あじさい保育園),〒080-0809 帯広市東9条南19丁目1番地1,0155-67-6231,
北海道,帯広市,帯広市地域子育て支援センターいなだ (稲田保育園),〒080-0025 帯広市西15条南40丁目2番地1,0155-67-6088,
北海道,帯広市,帯広市地域子育て支援センターこでまり (こでまり保育園),〒080-0044 帯広市西14条北2丁目1番地8,0155-38-2690,
北海道,帯広市,帯広市地域子育て支援センターすずらん （すずらん保育所）,〒080-0058 帯広市柏林台西町5丁目1番地,0155-36-2388,
北海道,帯広市,帯広市地域子育て支援センターつばさ （つばさ保育所）,〒080-2472 帯広市西22条南3丁目13番地1,0155-41-6800,
北海道,帯広市,帯広市地域子育て支援センターもりのこ (森の子保育園),〒080-0838 帯広市大空町1丁目12番地,0155-49-2005,
北海道,幌加内町,幌加内町地域子育て支援センター,〒074-0411 雨竜郡幌加内町字幌加内,0165-35-2152,
北海道,幌延町,幌延町子育て支援センター,〒098-3221 天塩郡幌延町栄町7番地2,01632-5-1254,
北海道,幕別町,幕別子育て支援センター,〒089-0537 中川郡幕別町札内北栄町23番地の1,0155-26-4467,
北海道,幕別町,忠類子育て支援センター,〒089-1701 中川郡幕別町忠類白銀町402番地1,01558-8-2658,
北海道,平取町,平取町子育て支援センター,〒055-0195 沙流郡平取町本町35番地1,01457-2-3026,
北海道,広尾町,広尾町子育て支援センター,〒089-2621 広尾郡広尾町公園通北２丁目 ひろお保育園内,01550-2-2553,
北海道,弟子屈町,弟子屈町子育て支援センター 「ひなたぼっこ」,〒088-3213 川上郡弟子屈町桜丘3丁目5-6,015-482-5667,
北海道,当別町,当別町子育て支援センター （総合保健福祉センターゆとろ）,〒061-0234 石狩郡当別町西町32番地2,0133-25-2658,
北海道,当別町,当別町子育て支援センター （認定こども園おとぎのくに）,〒061-0234 石狩郡当別町西町32番地2,0133-25-2658,
北海道,当麻町,当麻町子育て支援センター,〒078-1304 上川郡当麻町4条西3丁目3番2号 当麻町子育て総合センター内,0166-84-5440,
北海道,恵庭市,恵庭市子育て支援センター(恵み野）,〒061-1373 恵庭市恵み野北3丁目1番1,0123-37-6020,
北海道,恵庭市,恵庭市子育て支援センター(柏陽）,〒061-1434 恵庭市柏陽町3丁目24-1 市立すみれ保育園併設,0123-33-0037,
北海道,恵庭市,恵庭市子育て支援センター（島松）,〒061-1355 恵庭市島松寿町2丁目24番3（寿町会館）,080-8297-5101,
北海道,恵庭市,恵庭市子育て支援センター（恵庭）,〒061-1442 恵庭市緑町 2丁目1-1（えにあす内）,080-8295-6547,
北海道,恵庭市,恵庭市子育て支援センター（柏）,〒061-1424 恵庭市大町 1丁目5-7,080-8292-2709,
北海道,恵庭市,恵庭市子育て支援センター（黄金）,〒061-1409 恵庭市黄金南5丁目11番地1,080-8296-1308,
北海道,愛別町,愛別町子育て支援センター,〒078-1404 上川郡愛別町字北町250番地28,01658-6-5726,
北海道,斜里町,斜里町子育て支援センター,〒099-4114 斜里郡斜里町朝日町5番地,0152-23-5355,
北海道,新ひだか町,マーガレット保育園子育て支援センター,〒056-0017 日高郡新ひだか町静内御幸町6丁目2-26,0146-42-0737,
北海道,新ひだか町,本桐保育所子育て支援センター,〒059-3231 日高郡新ひだか町三石本桐224番地の5,0146-34-2223,
北海道,新ひだか町,青葉保育園子育て支援センター,〒059-3108 日高郡新ひだか町三石本町283番地の2,0146-33-2133,
北海道,新ひだか町,静内子育て支援センター,〒056-0004 日高郡新ひだか町静内緑町3丁目6-20,0146-42-0321,
北海道,新冠町,新冠町子育て支援センター,〒059-2404 新冠郡新冠町字東町18番地の2,0146-47-4525,
北海道,新十津川町,新十津川町子育て支援センター,〒073-1103 樺戸郡新十津川町字中央534-13,,
北海道,新得町,新得町子どもセンター「なかよし」,〒081-0011 上川郡新得町1条南2丁目14,0156-64-6940,
北海道,新篠津村,新篠津村子育て支援センター,〒068-1100 石狩郡新篠津村第47線北13番地,0126-57-2111,
北海道,日高町,日高町子育て支援センターわくわく館,〒055-0001 沙流郡日高町富川北2丁目8番１号,01456-2-3048,
北海道,日高町,日高町立日高子育て支援センター,〒055-2301 沙流郡日高町本町東3丁目261番地の6 日高町立日高保育所内,01457-6-2109,
北海道,旭川市,いずみ,〒070-8019 旭川市神居9条4丁目 いずみこども園内,0166-62-8986,
北海道,旭川市,おひさま,〒070-0872 旭川市春光2条8丁目1-3 鉄道弘済会旭川認定こども園内,0166-51-0637,
北海道,旭川市,こまどりつ～ながれ,〒07１-8132 旭川市末広2条13丁目 認定こども園末広こまどり内,070-5049-4523,
北海道,旭川市,こもれび,〒070-0031 旭川市1条通8丁目 ﾌｨｰﾙ旭川6階もりもりﾊﾟｰｸ内,0166-56-0763,
北海道,旭川市,ちゅうりっぷ,〒070-0825 旭川市北門町8丁目 北門児童センター内,0166-52-0765,
北海道,旭川市,にょきにょき,〒078-8233 旭川市豊岡3条3丁目 豊岡蘭契認定こども園内,0166-38-6816,
北海道,旭川市,ねむのき,〒070-0030 旭川市宮下通14丁目 北彩都子ども活動センターＡＳＯＢＩ～ＢＡ内,090-8271-8899,
北海道,旭川市,ぱれっと,〒070-8003 旭川市神楽3条6丁目 神楽児童センター内,0166-63-6201,
北海道,旭川市,ぴょんぴょん,〒078-8308 旭川市旭神町22番地54 旭川あゆみ幼稚園子育てセンター内,0166-66-2332,
北海道,旭川市,ほっとほたる,〒079-8431 旭川市永山町5丁目 永山ほたる保育園内,0166-46-4749,
北海道,更別村,上更別地域子育て支援センター,〒089-1583 河西郡更別村字上更別南13線105番地27,0155-52-2470,
北海道,更別村,更別村地域子育て支援センター,〒089-1532 河西郡更別村字更別南1線97番地17,0155-52-3576,
北海道,月形町,月形町子育て支援センター,〒061-0500 樺戸郡月形町46番地1,0126-37-2155,
北海道,本別町,本別町子育て支援センター,〒089-3314 中川郡本別町南3丁目16番地4 （認定こども園ほんべつ内）,0156-22-8811,
北海道,札幌市,あいの里ひがし児童会館,〒002-8073 札幌市北区あいの里3条7丁目9-1,011-778-2358,
北海道,札幌市,あいの里児童会館,〒002-8071 札幌市北区あいの里1条3丁目6-1,011-778-3755,
北海道,札幌市,あそべばい～しょ♪,〒006-0816 札幌市手稲区前田6条11丁目2-1,070-1421-0232,
北海道,札幌市,あやめ野児童会館,〒062-0054 札幌市豊平区月寒東4条10丁目6-10,011-857-5862,
北海道,札幌市,いなづみ児童会館,〒006-0814 札幌市手稲区前田4条4丁目2-13,011-684-3072,
北海道,札幌市,きらきらキッズ,〒004-0847 札幌市清田区清田7条1丁目40-20,080-4049-3173,
北海道,札幌市,しなの児童会館,〒004-0054 札幌市厚別区厚別中央4条5丁目7-16,011-891-2025,
北海道,札幌市,ちあふる・あつべつ,〒004-0051 札幌市厚別区厚別中央1条6丁目1-10,011-887-8166,
北海道,札幌市,ちあふる・きた,〒001-0025 札幌市北区北25条西3丁目3-3,011-757-5381,
北海道,札幌市,ちあふる・しろいし,〒003-0022 札幌市白石区南郷通1丁目南8-1,011-868-3160,
北海道,札幌市,ちあふる・ちゅうおう,〒064-0807 札幌市中央区南７条西13丁目1-1,011-511-1156,
北海道,札幌市,ちあふる・ていね,〒060-0023 札幌市手稲区手稲本町3条2丁目4-15,011-681-3162,
北海道,札幌市,ちあふる・とよひら,〒062-0051 札幌市豊平区月寒東1条4丁目2-11,011-851-2510,
北海道,札幌市,ちあふる・にし,〒063-0803 札幌市西区二十四軒3条5丁目6-11,011-613-7882,
北海道,札幌市,ちあふる・ひがし,〒060-0909 札幌市東区北9条東7丁目1-25,011-711-7807,
北海道,札幌市,ちあふる・みなみ,〒005-0014 札幌市南区真駒内幸町2丁目2-2 まこまる,011-215-0183,
北海道,札幌市,ねっこひろば,〒062-0053 札幌市豊平区月寒東３条６丁目４－１,080-6083-6092,
北海道,札幌市,ぱおぱおひろば,〒005-0006 札幌市南区澄川6条3丁目1-25 室橋ビル2階,090-4878-1515,
北海道,札幌市,ひのまる児童会館,〒007-0838 札幌市東区北38条東9丁目1-29,011-752-1551,
北海道,札幌市,ひまわりサロン,〒063-0038 札幌市西区8条6丁目5-5,011-663-9951,
北海道,札幌市,ぷちひろば,〒001-0045 札幌市北区麻生6丁目14-6 高橋ビル2階,080-2870-9735,
北海道,札幌市,べりぃタイム,〒062-0035 札幌市豊平区西岡5条11丁目2-15 ハイツしらかば Ａ号室,090-9522-7810,
北海道,札幌市,ほっとたいむin大谷地,〒004-0042 札幌市厚別区大谷地西2丁目2-2,011-887-8891,
北海道,札幌市,まちなかキッズサロン　おおどりんこ,〒060-0023 札幌市中央区南１条西４丁目 札幌エスワンビル２階,011-211-5891,
北海道,札幌市,むくどりホーム・ふれあいの会,〒061-228 札幌市南区藤野2条1丁目13-10,011-591-7035,
北海道,札幌市,もみじ台児童会館,〒004-0013 札幌市厚別区もみじ台西6丁目1-2,011-897-0775,
北海道,札幌市,エルムの森児童会館,〒001-0027 札幌市北区北27条西14丁目,011-737-3974,
北海道,札幌市,キラキラひろば,〒004-0063 札幌市厚別区厚別西3条2丁目6-16 ウエストライフ2階,080-9150-0022,
北海道,札幌市,上野幌児童会館,〒004-0031 札幌市厚別区上野幌2条4丁目5-1,011-895-9749,
北海道,札幌市,丘珠たから児童会館,〒007-0835 札幌市東区北35条東23丁目7-10,011-784-8095,
北海道,札幌市,丘珠ひばり児童会館,〒007-0884 札幌市北丘珠4条1丁目12-5,011-785-6137,
北海道,札幌市,中の島児童会館,〒062-0922 札幌市豊平区中の島2条3丁目8-1,011-811-5215,
北海道,札幌市,中央児童会館,〒064-0041 札幌市中央区大通東６丁目12,011-788-8641,
北海道,札幌市,中央区こそだてインフォメーション,〒060-8612 札幌市中央区大通西２丁目区役所仮庁舎５階,011-205-3355,
北海道,札幌市,伏古児童会館,〒007-0870 札幌市東区伏古10条3丁目6-8,011-782-5620,
北海道,札幌市,元町子育てサロン 「チェリーランド」,〒065-0027 札幌市東区北27条東19丁目,011-299-5660,
北海道,札幌市,光陽児童会館,〒001-0906 札幌市北区新琴似6条12丁目1-25,011-765-6141,
北海道,札幌市,八軒児童会館,〒063-0867 札幌市西区八軒7条東1丁目1-7,011-631-7061,
北海道,札幌市,八軒北児童会館,〒063-0848 札幌市西区八軒8条西6丁目1-20,011-644-3643,
北海道,札幌市,出張　コロコロひろば,〒001-0902 北区新琴似2条6丁目4-19地域交流拠点ピリカ,080-7524-0453,
北海道,札幌市,出張　親子ひろば　みるきぃらんど,〒004-0813 札幌市清田区美しが丘3条5丁目5－15 〒003-0832 札幌市白石区北郷4条4丁目20-17 2階,090-7650-6378,
北海道,札幌市,出張べりぃタイムin豊平,〒062-0936 札幌市豊平区平岸6条10丁目 豊平区民センター2階,090-9522-7810,
北海道,札幌市,前田しらかば児童会館,〒006-0818 札幌市手稲区前田8条15丁目17-25,011-694-2474,
北海道,札幌市,北区こそだてインフォメーション 「ぽっぴぃ★らんど」,〒001-0025 札幌市北区北25条西6丁目,011-757-2566,
北海道,札幌市,北栄児童会館,〒065-0030 札幌市東区北30条東6丁目1-15,011-711-3755,
北海道,札幌市,北野児童会館,〒004-0864 札幌市清田区北野4条2丁目8-17,011-884-6992,
北海道,札幌市,北野台児童会館,〒004-0864 札幌市清田区北野4条5丁目4-58,011-882-9640,
北海道,札幌市,南区こそだてインフォメーション,〒005-0014 札幌市南区真駒内幸町1丁目,011-588-5411,
北海道,札幌市,厚別区こそだてインフォメーション,〒004-0051 札幌市厚別区厚別中央1条5丁目,011-895-2514,
北海道,札幌市,厚別東児童会館,〒004-0003 札幌市厚別区厚別東3条4丁目4-13,011-897-4425,
北海道,札幌市,地域＆親子ひろばコミコミ・かふぇ,〒006-0811 手稲区前田1条12丁目1-50 ていね楽市ビルC号1階,090-2690-2018,
北海道,札幌市,天神山児童会館,〒062-0931 札幌市豊平区平岸1条19丁目2-55,011-816-0388,
北海道,札幌市,太平児童会館,〒002-8008 札幌市北区太平8条7丁目2-1,011-771-6324,
